ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,3.45,11.9026,3.45,0.0129,,1.0
AMD,_NaiveModel,after_hours,1,13.18,173.7122,13.18,0.0394,,1.0
AMZN,_NaiveModel,after_hours,1,2.87,8.2369,2.87,0.011,,1.0
ASML,_NaiveModel,after_hours,1,25.26,638.0681,25.26,0.0176,,1.0
AVGO,_NaiveModel,after_hours,1,4.56,20.7936,4.56,0.0109,,1.0
BRK-B,_NaiveModel,after_hours,1,3.49,12.18,3.49,0.0074,,1.0
CAT,_NaiveModel,after_hours,1,2.0,4.0,2.0,0.0024,,1.0
COST,_NaiveModel,after_hours,1,13.14,172.66,13.14,0.0132,,1.0
CRM,_NaiveModel,after_hours,1,2.02,4.0804,2.02,0.0112,,1.0
GOOGL,_NaiveModel,after_hours,1,5.94,35.2836,5.94,0.017,,1.0
JNJ,_NaiveModel,after_hours,1,2.16,4.6656,2.16,0.0096,,1.0
JPM,_NaiveModel,after_hours,1,3.35,11.2225,3.35,0.0107,,1.0
LLY,_NaiveModel,after_hours,1,15.69,246.1762,15.69,0.0181,,1.0
LMT,_NaiveModel,after_hours,1,0.1,0.01,0.1,0.0002,,1.0
MA,_NaiveModel,after_hours,1,2.26,5.1075,2.26,0.0045,,1.0
MCD,_NaiveModel,after_hours,1,9.15,83.7224,9.15,0.0315,,1.0
META,_NaiveModel,after_hours,1,3.59,12.8879,3.59,0.0053,,1.0
MRK,_NaiveModel,after_hours,1,1.67,2.7889,1.67,0.0152,,1.0
MSFT,_NaiveModel,after_hours,1,0.2,0.04,0.2,0.0005,,1.0
NEE,_NaiveModel,after_hours,1,0.45,0.2025,0.45,0.0047,,1.0
NVDA,_NaiveModel,after_hours,1,8.34,69.5555,8.34,0.0385,,1.0
ORCL,_NaiveModel,after_hours,1,0.32,0.1024,0.32,0.0019,,1.0
PG,_NaiveModel,after_hours,1,0.22,0.0484,0.22,0.0015,,1.0
PLTR,_NaiveModel,after_hours,1,0.01,0.0001,0.01,0.0001,,1.0
TSLA,_NaiveModel,after_hours,1,2.37,5.617,2.37,0.0063,,1.0
TSM,_NaiveModel,after_hours,1,2.52,6.3505,2.52,0.0062,,1.0
UNH,_NaiveModel,after_hours,1,0.23,0.0529,0.23,0.0006,,1.0
V,_NaiveModel,after_hours,1,0.23,0.0529,0.23,0.0007,,1.0
WMT,_NaiveModel,after_hours,1,2.33,5.4289,2.33,0.0183,,1.0
XOM,_NaiveModel,after_hours,1,0.72,0.5184,0.72,0.0049,,1.0
